No,accessions,strain,strain_summarized,anastomosis_group.AG.,host,host_common,host_scientific,host_families,host_group_summarized,country,state_province,collection_date,year,continent,region,Latitude,Longitude,manuscript
201,JX631168,AG 1-IB,AG1-IB,AG-1,Festuca arundinacea (tall fescue),Festuca arundinacea (tall fescue),Festuca arundinacea,Poaceae,Poaceae,United States, Herndon,10-Aug-09,2009,North America,North America,41.5,-99.9,"Amaradasa et al., 2013 (DOI: 10.3852/12-368)"
202,JX631169,AG 1-IB,AG1-IB,AG-1,Festuca arundinacea (tall fescue),Festuca arundinacea (tall fescue),Festuca arundinacea,Poaceae,Poaceae,United States, Leesburg,14-Aug-09,2009,North America,North America,41.5,-99.9,"Amaradasa et al., 2013 (DOI: 10.3852/12-368)"
203,JX631170,AG 1-IB,AG1-IB,AG-1,Festuca arundinacea (tall fescue),Festuca arundinacea (tall fescue),Festuca arundinacea,Poaceae,Poaceae,United States, Annapolis,24-Aug-09,2009,North America,North America,41.5,-99.9,"Amaradasa et al., 2013 (DOI: 10.3852/12-368)"
204,JX631171,AG 1-IB,AG1-IB,AG-1,Festuca arundinacea (tall fescue),Festuca arundinacea (tall fescue),Festuca arundinacea,Poaceae,Poaceae,United States, Annapolis,24-Aug-09,2009,North America,North America,41.5,-99.9,"Amaradasa et al., 2013 (DOI: 10.3852/12-368)"
205,JX631172,AG 1-IB,AG1-IB,AG-1,Festuca arundinacea (tall fescue),Festuca arundinacea (tall fescue),Festuca arundinacea,Poaceae,Poaceae,United States, Woodbridge,28-Jul-08,2008,North America,North America,41.5,-99.9,"Amaradasa et al., 2013 (DOI: 10.3852/12-368)"
206,JX631173,AG 1-IB,AG1-IB,AG-1,Festuca arundinacea (tall fescue),Festuca arundinacea (tall fescue),Festuca arundinacea,Poaceae,Poaceae,United States, Woodbridge,28-Jul-08,2008,North America,North America,41.5,-99.9,"Amaradasa et al., 2013 (DOI: 10.3852/12-368)"
207,JX631157,AG 1-IB,AG1-IB,AG-1,Festuca arundinacea (tall fescue),Festuca arundinacea (tall fescue),Festuca arundinacea,Poaceae,Poaceae,United States, Beltsville,9-Jul-08,2008,North America,North America,41.5,-99.9,"Amaradasa et al., 2013 (DOI: 10.3852/12-368)"
208,AF354059,AG1-IB,AG1-IB,AG-1,turfgrass,turfgrass,Paspalum distichum,Poaceae,Poaceae,United States,,NA,NA,North America,North America,41.5,-99.9,"Gonzalez et al., 2001 (https://www.tandfonline.com/doi/epdf/10.1080/00275514.2001.12063247)"
218,DQ173077,AG1-IC,AG1-IC,AG-1,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Ohio,NA,NA,North America,North America,41.5,-99.9,"Herr, L. J., 1976 (DOI: 10.1139/m76-143)"
320,NA2,FELCC157, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2003,2003,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
321,NA3,FELCC316, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
322,NA4,FELCC317, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
323,NA5,FELCC320, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
324,NA6,FELCC321, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
325,NA7,FELCC322, AG2-2IIIB,AG-2,Sugerbeets,Sugerbeets,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
326,NA8,FELCC323, AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
327,NA9,FELCC324, AG2-2IIIB,AG-2,Sugarbeets,Sugarbeets,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
328,NA10,FELCC325, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
329,NA11,FELCC326, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
330,NA12,FELCC327, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
331,NA13,FELCC328, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
332,NA14,FELCC329, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
333,NA15,FELCC330, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
334,NA16,FELCC331, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
335,NA17,FELCC335, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
336,NA18,FELCC336, AG2-2IIIB,AG-2,Sugarbeet ,Sugarbeet ,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
337,NA19,FELCC339, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
338,NA20,FELCC340, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
339,NA21,FELCC372, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
340,NA22,FELCC373, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
341,NA23,FELCC376, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
342,NA24,FELCC377, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
343,NA25,FELCC378, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
344,NA26,FELCC379, AG2-2IIIB,AG-2,Sugarbeet,Sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States,NE,2023,2023,North America,North America,41.5,-99.9,"Khoo et al., manuscript in preparation"
560,MT153121,NA,AG2-1,AG-2,Broccoli rabe,Broccoli rabe,Brassica rapa subsp. rapa,Brassicaceae,Brassicaceae,United States,Arizona,NA,2018,North America,North America,41.5,-99.9,"Koike et al., 2020 (https://doi.org/10.1094/PDIS-03-20-0514-PDN)"
561,MT153122,NA,AG2-1,AG-2,Broccoli rabe,Broccoli rabe,Brassica rapa subsp. rapa,Brassicaceae,Brassicaceae,United States,Arizona,NA,2018,North America,North America,41.5,-99.9,"Koike et al., 2020 (https://doi.org/10.1094/PDIS-03-20-0514-PDN)"
565,KX118363,NA,AG2-1,AG-2,soybean,soybean,Glycine max,Fabaceae,Fabaceae,United States, Arkansas,NA,2013,North America,North America,41.5,-99.9,"Ajayi-Oyetunde et al., 2017 (https://doi.org/10.1094/PDIS-06-16-0810-RE)"
566,MN160705,S2222,AG2-1,AG-2,soybean,soybean,Glycine max,Fabaceae,Fabaceae,United States, Nebraska,NA,2017,North America,North America,41.5,-99.9,"Kodati et al., 2022 (DOI: 10.1094/PDIS-04-21-0872-RE)"
591,MG711649,AG2-1,AG2-1,AG-2,Humulus lupulus,Humulus lupulus,Humulus lupulus,Cannabaceae,Other,United States,Idaho,NA,2016,North America,North America,41.5,-99.9,"Woodhall et al., 2020 (https://doi.org/10.1094/PDIS-11-19-2410-PDN)"
593,MF972486,AG2-1,AG2-1,AG-2,Lilium longiflorum,Lilium longiflorum,Lilium longiflorum,Liliaceae,Other,United States,,16-Apr,2016,North America,North America,41.5,-99.9,"Lakshman, D. K., & Kamo, K. (https://doi.org/10.1094/PDIS-09-17-1497-PDN)"
620,DQ356411,NA,AG2-1,AG-2,spring wheat,spring wheat,Triticum aestivum,Poaceae,Poaceae,United States, Washington,NA,NA,North America,North America,41.5,-99.9,"Okubara et al., 2008 (https://doi.org/10.1094/PHYTO-98-7-0837)"
621,DQ356412,NA,AG2-1,AG-2,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,United States, Washington,NA,NA,North America,North America,41.5,-99.9,"Okubara et al., 2008 (https://doi.org/10.1094/PHYTO-98-7-0837)"
704,AF354105,AG2-1,AG2-1,AG-2,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,United States,,NA,NA,North America,North America,41.5,-99.9,"Gonzalez et al., 2001 (https://www.tandfonline.com/doi/epdf/10.1080/00275514.2001.12063247)"
712,MK517535,AG2-1,AG2-1,AG-2,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,United States,Idaho,18-Jun,2018,North America,North America,41.5,-99.9,"Murdock et al., 2019 (https://doi.org/10.1094/PDIS-02-19-0364-PDN)"
720,MW462177,AG2-1,AG2-1,AG-2,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,United States,Idaho,NA,NA,North America,North America,41.5,-99.9,"Woodhall et al., 2022 (https://doi.org/10.1094/PDIS-12-21-2683-RE)"
721,MW462178,AG2-1,AG2-1,AG-2,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,United States,Idaho,NA,NA,North America,North America,41.5,-99.9,"Woodhall et al., 2022 (https://doi.org/10.1094/PDIS-12-21-2683-RE)"
722,MW462187,AG2-1,AG2-1,AG-2,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,United States,Idaho,NA,NA,North America,North America,41.5,-99.9,"Woodhall et al., 2022 (https://doi.org/10.1094/PDIS-12-21-2683-RE)"
723,MW462188,AG2-1,AG2-1,AG-2,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,United States,Idaho,NA,NA,North America,North America,41.5,-99.9,"Woodhall et al., 2022 (https://doi.org/10.1094/PDIS-12-21-2683-RE)"
877,FJ492075,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,14-Oct-04,2004,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
878,FJ492081,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,3-Nov-04,2004,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
879,FJ492089,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,4-Nov-04,2004,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
880,FJ492095,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Oregon,5-Nov-04,2004,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
881,FJ492112,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,3-Nov-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
882,FJ492113,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,3-Nov-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
883,FJ492114,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,3-Nov-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
884,FJ492121,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,19-Oct-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
885,FJ492122,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,3-Nov-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
886,FJ492123,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,3-Nov-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
887,FJ492124,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,3-Nov-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
888,FJ492127,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,25-Oct-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
889,FJ492128,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,25-Oct-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
890,FJ492131,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,19-Oct-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
891,FJ492133,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,25-Oct-05,2005,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
892,FJ492136,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,22-Jun-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
893,FJ492137,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,22-Jun-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
894,FJ492138,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,22-Jun-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
895,FJ492139,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,22-Jun-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
896,FJ492140,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,22-Jun-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
897,FJ492141,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,22-Jun-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
898,FJ492142,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,18-Oct-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
899,FJ492143,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,18-Oct-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
900,FJ492144,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,6-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
901,FJ492145,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
902,FJ492146,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
903,FJ492147,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
904,FJ492148,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
905,FJ492149,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
906,FJ492150,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
907,FJ492151,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
908,FJ492152,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
909,FJ492153,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
910,FJ492154,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
911,FJ492155,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
912,FJ492156,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
913,FJ492157,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,18-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
914,FJ492159,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,6-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
915,FJ492160,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,18-Oct-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
916,FJ492161,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,18-Oct-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
917,FJ492162,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,18-Oct-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
918,FJ492163,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,18-Oct-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
919,FJ492164,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,18-Oct-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
920,FJ492165,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,18-Oct-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
921,FJ492175,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Texas,NA,NA,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
922,GU811660,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,6-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
923,GU811661,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,6-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
924,GU811662,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,6-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
925,GU811663,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,6-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
926,GU811664,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,6-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
927,GU811665,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
928,GU811666,AG-2-2 IIIB,AG2-2IIIB,AG-2,Beta vulgaris,Beta vulgaris,Beta vulgaris,Amaranthaceae,Amaranthaceae,United States, Idaho,11-Sep-06,2006,North America,North America,41.5,-99.9,"Strausbaugh et al., 2011 (DOI: 10.1080/07060661.2011.558523)"
